"GFP.entropy","GFP.integrated.background.intensity","GFP.integrated.intensity.inside.GFP.puncta","GFP.integrated.intensity.outside.GFP.puncta","GFP.integrated.intensity.per.ROI","GFP.mean.background.intensity","GFP.mean.intensity.inside.GFP.puncta","GFP.mean.intensity.outside.GFP.puncta","GFP.mean.intensity.per.ROI","Hoechst.entropy","Hoechst.integrated.background.intensity","Hoechst.integrated.intensity.inside.GFP.puncta","Hoechst.integrated.intensity.outside.GFP.puncta","Hoechst.integrated.intensity.per.ROI","Hoechst.mean.background.intensity","Hoechst.mean.intensity.inside.GFP.puncta","Hoechst.mean.intensity.outside.GFP.puncta","Hoechst.mean.intensity.per.ROI","Image.name","Mutual.information.Hoechst.vs.GFP","Pearson.correlation.coefficient.Hoechst.vs.GFP","Pearson.correlation.p.value.Hoechst.vs.GFP","ROI.label","ROI.volume.pix","ROI.volume.um","average.GFP.puncta.distance.to.ROI.border.um.per.ROI","average.GFP.puncta.volume.pix.per.ROI","average.GFP.puncta.volume.um.per.ROI","condition","number.of.GFP.puncta","sample","total.GFP.puncta.volume.pix.per.ROI","total.GFP.puncta.volume.um.per.ROI","x","y","z"
6.16076732302835,18993769682,NA,67752536,67752536,468.199011544324,NA,334.653139447584,334.653139447584,4.94528683870655,664992764,NA,15680246,15680246,16.3921622722417,NA,77.4501422531315,77.4501422531315,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.495228242609526,-0.168402481356839,0,33,202456,489.943490029685,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,437.454864266804,567.34675188683,43.6450092859683
5.21674048056492,18993769682,NA,25645252,25645252,468.199011544324,NA,125.737906823954,125.737906823954,4.65528167808273,664992764,NA,13163326,13163326,16.3921622722417,NA,64.5393953657126,64.5393953657126,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.112357285127992,-0.0314941335099067,6.25377708649477e-46,34,203958,493.578329807338,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,281.812005412879,589.713396875827,32.0682346365428
7.73823188033191,18993769682,NA,2142478076,2142478076,468.199011544324,NA,2080.65353680731,2080.65353680731,4.16932415455309,664992764,NA,51664477,51664477,16.3921622722417,NA,50.1736181114368,50.1736181114368,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.21171930692156,-0.174921752376958,0,35,1029714,2491.9077275676,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,637.075530681335,669.373958205871,28.5662067331317
6.89735085331962,18993769682,NA,314363488,314363488,468.199011544324,NA,787.481714725164,787.481714725164,3.93401139603676,664992764,NA,13854798,13854798,16.3921622722417,NA,34.7063208759497,34.7063208759497,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.223857451397472,-0.061457491712314,0,36,399201,966.066360904791,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,809.372599267036,629.045047482346,44.5875636584077
4.28156935392855,18993769682,NA,13067363,13067363,468.199011544324,NA,62.4264919455008,62.4264919455008,5.30031312257916,664992764,NA,25287037,25287037,16.3921622722417,NA,120.803333588122,120.803333588122,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.210193319887797,-0.447032543157617,0,37,209324,506.564049012989,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,171.252861592555,654.641923525253,42.7015010223386
3.93755794916824,18993769682,NA,16119218,16119219,468.199011544324,NA,44.1181257099065,44.1181257099065,4.40431658461174,664992764,NA,18558272,18558272,16.3921622722417,NA,50.7937870348829,50.7937870348829,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.0303221100497044,0.103698662399462,0,38,365365,884.18324591366,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,367.337161468668,675.1932834289,31.543700135481
5.47291485063726,18993769682,NA,38894321,38894321,468.199011544324,NA,147.340368063763,147.340368063763,5.0337349391735,664992764,NA,19884183,19884183,16.3921622722417,NA,75.3257227929812,75.3257227929812,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.220024912593832,-0.130850777989967,0,39,263976,638.821880922651,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,462.650494741946,697.121973209686,40.1934001575901
3.863218595257,18993769682,NA,21761166,21761166,468.199011544324,NA,43.1605601845332,43.1605601845332,4.69804729064747,664992764,NA,37860002,37860002,16.3921622722417,NA,75.090594635763,75.090594635763,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.0297954161789029,0.103296619799442,0,40,504191,1220.14214536273,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,229.228954900028,721.59945536513,31.3827517746251
3.6741363782832,18993769682,NA,7148313,7148313,468.199011544324,NA,56.6710243623996,56.6710243623996,5.18829064170208,664992764,NA,12406351,12406351,16.3921622722417,NA,98.3561603653171,98.3561603653171,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.0758638597366729,-0.189314624855772,0,41,126137,305.251521327471,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,48.7687593648176,693.923789213316,45.78396505387
5.88929993152318,18993769682,NA,63256926,63256926,468.199011544324,NA,193.511352442718,193.511352442718,3.88218488774681,664992764,NA,10109671,10109671,16.3921622722417,NA,30.9268285967757,30.9268285967757,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.184480560496068,-0.0535742385492575,2.44084926373057e-206,42,326890,791.073751609257,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,949.25933800361,725.866202698155,41.9071461347854
7.63668344527032,18993769682,NA,2463181044,2463181044,468.199011544324,NA,2904.61242134657,2904.61242134657,4.06789951519834,664992764,NA,35693999,35693999,16.3921622722417,NA,42.0907887040933,42.0907887040933,"GFPempty/08102021_GFPempty_-_Position_1_XY1628607860.tif",0.177920384380483,0.0639778582981398,0,43,848024,2052.21795446385,0,0,0,"GFPempty",0,"08102021_GFPempty_-_Position_1_XY1628607860.tif",0,0,784.271528871824,753.097055036178,28.0969831042518
